0,1,2,3,4,5,6,7,8,9,10,11
2120606D6A751A93E392B46D945BBA9D,Auckland,NZ,,8 Customs Street,Mercure Auckland Hotel,ED2224FD1D95CA6F6546B1D7750AD106,Auckland,NZ,1001,8 Customs Street,Mercure Auckland
3FAF8EE0FD13DF0B08550BBEFC31B413,Whangarei,NZ,110,1 Cheviot Street,Cheviot Park Motor Lodge,38C0B15B0B35C5B48712A3AFF787010B,Whangarei,NZ,110,1 Cheviot Street,Cheviot Park Motor Lodge
A6DD7642EB4A09DCC0E5374132295DDF,Wellington,NZ,6011,"Level 4, 181 Wakefield Street",At Home Wellington City,4F55C1AF7F0E69A8D868EFC103951F0A,Wellington,NZ,6011,181 Wakefield Street,At Home Wellington City
C6A258A7A430C944B2AF19092D78DC7E,Hastings,NZ,4120,100 Omahu RoadStortford Lodge,Cumberland Court Motel,4BA639B59647E72977452C8A9B60B49A,Hastings,NZ,4120,"Cnr Omahu & Maraekakaho Road, New Zealand",Cumberland Court Motel
BBBB7ECFEEA5E036259EDAC0B01C10CF,Rotorua,NZ,3010,3 Awatea TerraceLynmore,B&B@The Redwoods,1B01BC7803A7D4D99881D3197038F891,Rotorua,NZ,3010,3 Awatea Tce,B&B@The Redwoods
C362DB33A4D883D5F5AB662A13BAA7B3,Dunedin,NZ,,134 Prince Albert RoadSt Kilda,Ocean Beach Hotel,9D9B43630454F10C733635C224EF1205,Dunedin,NZ,9016,134 Prince Albert Road,Ocean Beach Hotel
60DABC6E109DEFDDC6F662940BAE7467,Auckland,NZ,875,561 Peak Road,Bridgewater Country Estate,DFA8E8AC7F24F01BB11DEBE5531DD37D,Helensville,NZ,875,561 Peak Road,Bridgewater Country Estate
68C5EC65F712AC15C5E35D68C46664F4,Nelson,NZ,7010,125 Waimea Road,Wakatu Lodge,48509742C4810AC15894B48036DE6192,Nelson,NZ,7010,125 Waimea Road,Wakatu Lodge
6880BDA4DBEE69AEA45B7FE5933F4E5B,Bay of Islands,NZ,200,52 Marsden Road,Ala Moana Motel,D330B4FD16A8E53989BA46A85B58DC8A,Paihia,NZ,247,52 Marsden Road,Ala Moana Motel
2D43B61221695C662E3257AACB0D53C5,Queenstown,NZ,,607D Glenorchy-Queenstown Road,Southerly,1A13F6C803A0E214C7966CD1006339C7,Queenstown,NZ,9371,"607-D Glenorchy-Queenstown Road, Closeburn",Southerly Queenstown
DCDEDF765816DCF431988912F3F30DE0,Auckland,NZ,,676 Mt Wellington Highway,Mount Richmond Hotel,6E17A797A28CABDDD990853466A90CE9,Auckland,NZ,1062,"676 Mt Wellington Highway, Mt Wellington",Mount Richmond Hotel
0EB6B47E9A12675CA159D5F20464ADF3,Christchurch,NZ,8014,88-96 Papanui Road,Heartland Hotel Cotswold,62BE10FCC6AA7B1AC58BA2FEDBB6FF2F,Christchurch,NZ,8014,"88-96 Papanui Road, Merivale",Heartland Hotel Cotswold
C4E78B81B6CA03D7F5BE9DB52135CAAE,Kerikeri,NZ,230,340A Kerikeri Road,Avalon Resort,FB73801BF29D5BD14E00BC2C751C8B45,Kerikeri,NZ,230,340A Kerikeri Road,Avalon Resort
F1F8C776F5849627C4E41EC85E163C3E,St.Arnaud,NZ,7072,"68 Tophouse Road, Nelson Lakes National Park",Tophouse Historic Guesthouse,4677A3D645F1A74F37FC37247AC27AC7,Saint Arnaud,NZ,7072,68 Tophouse Road,Tophouse Mountainview Cottages
B188795118042A08D39B427A1DD11021,New Plymouth,NZ,4312,393 Devon St East,Auto Lodge Motor Inn,20E50153745921A9FE3D48AD2B2CFC8C,New Plymouth,NZ,4312,393 Devon Street East,Auto Lodge Motor Inn
DA59E4EE00F6581CC6AEA8919C62CAD6,Christchurch,NZ,8013,5 Worcester Boulevard,YHA Christchurch Rolleston House,705F095923309E65E2B5F05E0BD5BCB4,Christchurch,NZ,8013,5 Worcester Boulevard,YHA Christchurch Rolleston House
54B6DADFFE48C5ACA5D39FB0E017B18A,Hamilton,NZ,3200,21 Willioughby Street,Arena Court Motor Lodge,12C5774DAF56DE223E84028A00DF43E7,Hamilton,NZ,3200,21 Willoughby Street,Arena Court Motor Lodge
213DA0B4806E3EE2DFA85DC843C07B02,Christchurch,NZ,8041,286 Blenheim Road,Tui Lodge Motel,7A9FBA7C884B7E2088DF878439F72AF7,Christchurch,NZ,8041,"286 Blenheim Road, Upper Riccarton",Tui Lodge Motel
C34057978EB747537532ACA333E30CF5,Auckland,NZ,632,80 Bush Road,Albany Oak Motel,D8465A781DD885C53D04F35E9803E534,Auckland,NZ,632,"80 Bush Road, Albany",Albany Oak Motel
E1E8F60EF8730991A41084FD60B5EE76,Whangarei,NZ,112,24 Mair Street,Whangarei TOP 10 Holiday Park,7E3B7DE5B1F32633483F8A5887597CA3,Whangarei,NZ,112,24 Mair Street,Whangarei TOP 10 Holiday Park
EB657F76586FFF7E46B5AFBAE96D8B93,Kaitaia,NZ,410,231 Commerce Street,ASURE Wayfarer Motel,72E1B030EA8C4203FCB7ADB1F0160EF4,Kaitaia,NZ,410,231 Commerce Street,ASURE Wayfarer Motel
B54795B111C1B77907D33A33E97EEB94,Dunedin,NZ,9022,"1 Tui Street, St Leonards",St Leonards Lodge,2BA84435CD0941AC8C55576ECB9D2798,Dunedin,NZ,9022,1 Tui Street Saint Leonards,St Leonards Lodge
1541205723AE5250A23D6A44184D51AC,Picton,NZ,7220,86 Wellington Street,Aldan Lodge Motel,6021CE68677C1C5809EB4FDE4FF3557A,Picton,NZ,7220,86 Wellington Street,Aldan Lodge Motel
078E23B7568C62C5D8EA7945347B13CE,Queenstown,NZ,9302,21 Inverness Crescent Arrowtown,Arrowtown Viking Lodge Motel,D9230D2BCACD8BFED64D950C88CEEFA4,Arrowtown,NZ,9302,21 Inverness Crescent,Arrowtown Viking Lodge Motel
B699B83100D0B7EE1F7B4412D7124C60,Christchurch,NZ,8011,264-266 Tuam Street,Ramada Suites Christchurch,968049D6C7513261722BEF266848D1BF,Christchurch,NZ,8011,264-266 Tuam Street,Ramada Suites Christchurch City
CB2925D698E78260510BE35227301E47,Dunedin,NZ,9016,123 Princes Street,Scenic Hotel Dunedin City,9B46CAE14639EE92BC8477140C8CF2F1,Dunedin,NZ,9054,"123 Princes St, Dunedin 9016",Scenic Hotel Dunedin City
C0A3699384D343FC185708CC719E8D1E,Akaroa,NZ,,1 Rue Grehan,La Rochelle Motel,89B479B0159F7BB5BDC11A237F68425E,Akaroa,NZ,7520,1 Rue Grehan,La Rochelle Motel
51161C2386E85CDFB5E19F0E5D7939B2,Auckland,NZ,,38 Fort Street,Nomads Fat Camel Backpackers Hostel,0287BEF2169E5B219E3A74341D07E1E9,Auckland,NZ,1010,38 Fort Street,Nomads Fat Camel Backpackers - Auckland
6CF9115F9B3F6EB7B5BE7D78AA4D7BC8,Dunedin,NZ,,704 Great King Street North,Bella Vista Motel Dunedin,EB0C1F3F3093CE076BC5A8DDE7108DB5,Dunedin,NZ,9016,704 Great King Street North,Bella Vista Dunedin
0EA711391DF8D060F4F81141E192814E,Auckland,NZ,,Corner Princes Street & Waterloo Quadrant,Pullman Auckland,18CD7C0BDEB7B81358A9606DB416DF22,Auckland,NZ,1010,Cnr Waterloo Quadrant & Princes St,Pullman Auckland
4F29332188A2B1E531430DCD8B0195C3,Westport,NZ,7825,74 Romilly Street,Ascot Motor Lodge,2FE746FAF084F8A4EB65C6AA0CE9E899,Westport,NZ,7825,"74 Romilly Street, New Zealand",Ascot Motor Lodge
874332272BEB19DC89F0713C58491289,Karapiro,NZ,3484,1829F State Highway 1 RD1,Lake Karapiro Lodge,3C491A9162BB7B27D1CDB3F7D94B0B18,Tirau,NZ,3484,"1829F State Highway 1, RD1",Lake Karapiro Lodge
9FEE1F84162C409C49A75E539132A5D8,Invercargill,NZ,,Cnr Avenal and Dee Streets,Homestead Villa Motel,A6F720D8CC0EC0CBE22387B73E76BE3F,Invercargill,NZ,9810,Cnr Dee & Avenal Street,Homestead Villa Motel
526224F60B89B3C70277E1F7E1D96613,Nelson,NZ,7011,70 Beach Road,Tahuna Beach Holiday Park,A128446ADE379DFF1042E897A1DE6F21,Nelson,NZ,7011,70 Beach Road Tahunanui Nelson,Tahuna Beach Kiwi Holiday Park and Motel
C3449C7CC8D96B2E1D6DCDD915E7235C,Timaru,NZ,,65-67 Evans Street,Parklands Motor Lodge,47051499722D36E1E97A57C51702D7EF,Timaru,NZ,7910,65-67 Evans Street,Parklands Motor Lodge
C8829BCFB9C1D89B93F14DEE9ADD8A0B,Wanaka,NZ,9305,Sargood Drive,Edgewater Hotel,853BEAE72DDB4F7A9B8C7C50DC0127E2,Wanaka,NZ,9305,Sargood Drive,Edgewater
10559331A6BF7CEFE6FBDCF9DD5B3A07,Queenstown,NZ,,27 Buckingham Street,New Orleans Hotel,317F56150C784375EE744D8B03F1967F,Arrowtown,NZ,9302,27 Buckingham Street,New Orleans Hotel
1C4C56E46FB745CF0EA2DC6B5451B6DD,Auckland,NZ,1051,2 Wilkinson Road,Best Western Ellerslie International,AE014FEB8633025028618CE2071BB1C2,Auckland,NZ,1060,"2 Wilkinson Road, Ellerslie",Best Western Ellerslie International
A0FCBAA8F08B4F98EA90E2A1A3E0DD85,The Catlins,NZ,9585,"Catlins Newhaven Holiday Park 324 Newhaven Rd, Surat Bay, RD 1, Owaka, Catlins Coast",Catlins Newhaven Holiday Park,45F0268BDEE42A1E30357DEC15EB4656,Owaka,NZ,9585,"324 Newhaven Road, RD 1, Catlins, Surat Bay",Catlins Newhaven Holiday Park
7649A3846CF29108FD2B88D8DF86E1F1,Gisborne,NZ,4010,61 Salisbury,Accommodation Ahi Kaa,69F1C86A48E53C037DED547C25EECEC4,Gisborne,NZ,4010,61 Salisbury Road,Accommodation Ahi Kaa
D672861E237D055D9388C29525E12677,Wellington,NZ,6022,423 Karaka Bay Rd. Karaka Bay,Edgewater Lodge,DFEE395C7F2C9C5B138774B82D4A33E4,Wellington,NZ,6022,423 Karaka Bay Rd,Edgewater Lodge B&B
A5CD2DAC42B971461F578A643A762809,Taupo,NZ,,221-225 Lake Tce,Sacred Waters Taupo Apartments,282D22F7185D534DEE962C951B140B7E,Taupo,NZ,2730,221-225 Lake Tce,Sacred Waters Taupo
B1522862B425DBC6133194F449D547A8,Auckland,NZ,,"151 Edinburgh St, Pukekohe",Aveda Motor Lodge,162D26D3FBD0C5EBAAC2159360E3B9EF,Pukekohe East,NZ,2120,151 Edinburgh Street,Aveda Motor Lodge
B72AF8CDA51EA6DD3A66A1BEF6D84B72,Masterton,NZ,,5726 Masterton Castlepoint RdCastlpoint R D 9Masterton 5889,Castlepoint Hotel & Guesthouse,27D87C0EA0C84201F77542047629F95E,Whakataki,NZ,5889,5726 Masterton Castlepoint Road,Castlepoint Hotel & Guesthouse
1C98DBBC01224B9675C879F01CAB1DE8,Bay of Islands,NZ,200,14 Kings Road,Saltwater Lodge,9CF9EC8DE65EDA63CA80A4815D7D1352,Paihia,NZ,247,14 Kings Road,Saltwater Lodge Backpackers
2CC2F770AEE234AFB623C1720B5C2FCF,Picton,NZ,7220,42 Kent Street,Picton Campervan Park,AECD5784F6CC5EADB56C6FBB21F68577,Picton,NZ,7220,42 Kent Street,Picton Campervan Park
7E3C58088E56EBE5793E6F5034358C93,Rotorua,NZ,,9 Te Waerenga Road,Springwaters Lodge Bed and Breakfast,61DEAFA44A78BFB55CD4F8DBE5F7C123,Ngongotaha,NZ,3096,9 Te Waerenga Road,Springwaters Lodge
27F064FA2E30DC5FD0C6471DED8C9531,Hamilton,NZ,3200,305 Ulster Street,Fountain City Motor Inn,DB3B81E16CC975D2EDCC1C4ACF36E895,Hamilton,NZ,3200,305 Ulster Street,Fountain City Motor Inn
69942CBFC55B16D2667EC96B3DADC86B,Tutukaka,NZ,,73 Motel Road,Pacific Rendezvous Motel,A50ACF867C59F9543426932311CD5029,Tutukaka,NZ,173,73 Motel Road,Pacific Rendezvous Motel
3FFBE3E0753DCBF12F42A972A692E4FE,Methven,NZ,7730,43 Racecourse Ave,Ski Time Lodge,618750273D3B5C49C1BCFF456E27DA8A,Methven,NZ,7730,43 Racecourse Avenue,Ski Time
B56BA6ABF541409441D9151130607452,Christchurch,NZ,8051,"194 Main North Rd, Redwood",Abbella Lodge Motel,F7C2FDFDBC74AF6FE8B4634CB1140BD5,Christchurch,NZ,8051,194 Main North Road,Abbella Lodge Motel
1E21A45A0B0C368E5067BC595A5E6CA8,Whitianga,NZ,,18 Eyre St,Oceans Resort Whitianga,E982B735EF828435BFC8BA8BC80F0F62,Whitianga,NZ,3510,18 Eyre Street,Oceans Resort Whitianga
C5A01A8ABE40BA9DA72C5CD666F10AC5,Franz Josef Glacier,NZ,7886,2902 Franz Josef Highway,Franz Josef Top 10 Holiday Park Accommodation,83A6FF9B222A617D6FA99550CB079287,Franz Josef,NZ,7856,"2902 State Highway 6, Glacier Highway",Franz Josef TOP 10 Holiday Park
8FDCE7985C591E4043BB1E6EF15F4D78,Queenstown,NZ,9300,Mincher Road,Now Thats a View,6277C1AAEF9ED3F630062F755AAAD6F4,Queenstown,NZ,9300,"3 Mincher Road, Kelvin Heights",Now Thats a view
2844D113C15A90D8436912A70D3B9772,Picton,NZ,,303 – 307 Waikawa Road,Bay Vista Waterfront Motel,DECC99AD57AEA3AB803FC2DC36ED7E79,Picton,NZ,7220,303-307 Waikawa Road,Bay Vista Waterfront Motel
8864B99DB2B2651E51DBD14FDE0E361E,Te Anau,NZ,,24 Mokoroa Street,The Village Inn Hotel,AF9DE6BF73D04F610456F93F688D1DFD,Te Anau,NZ,9600,24 Makoroa Street,The Village Inn Hotel
BDEE46FBDD7870D3018884FB7BE2A72B,Kaikoura,NZ,7300,239 Beach Road,Mediterranean Motel Kaikoura,3F71CCFC983AA613BB53681A1972BFD6,Kaikoura,NZ,7300,239 Beach Road,Mediterranean Motel Kaikoura
1D733AC8FCF9E4EE0902AEF89C76295D,Hamilton,NZ,,140 Ulster Street,Microtel Backpackers,55F7AFEE4DEF48CC71CE471507135053,Hamilton,NZ,1000,140 Ulster Street,Microtel Backpackers
DD39400710867187EF39D00D99991082,Kaitaia,NZ,410,25 North Road,Loredo Motel,2B0650E66DD9B60D0DE1D78A58B68260,Kaitaia,NZ,410,25 North Road,Loredo Motel
C8EB5DC9876755E14A233498A95CDCD1,Wellington,NZ,6022,"215 Marine Parade,",Beachfront Wellington Bed and Breakfast,81CC681EBB0B3175C66806B7EAFD4CC3,Wellington,NZ,6022,"215 Marine Parade, Seatoun",Beachfront Wellington Bed and Breakfast
3B13C1294373C8AAAB8B2E61D0082AF6,Wellington,NZ,,209-211 Adelaide Rd  Newtown,Adelaide Motel,8B62D575E7D9E4EF15135B9BDB08E919,Wellington,NZ,6021,"209 Adelaide Road, Newtown",Adelaide Motel
8BCC477DC1EC876F90FE4B29506098F6,Hanmer Springs,NZ,7334,56 Jacks Pass Road,The Chalets Motel,7818BEE9985B417CCF5A021B5ED62C65,Hanmer Springs,NZ,7334,56 Jacks Pass Road,The Chalets Motel
E15C2E446964F91510B0B7001B7AA4E5,Bay of Islands,NZ,200,35 Bayview rd,Marlin House BnB,2E2268D46EC9E67840882E90FEB29CE7,Paihia,NZ,200,15 Bayview Road,Marlin House
CE781F2B99C14A0190052691B7FD81F4,Tauranga,NZ,3110,"102 Cameron Road, Tauranga",ArtHouse Accommodation Boutique Backpackers,9A053D3AF637F6CCD4990F514A50C5AC,Tauranga,NZ,3110,102 Cameron Road,ArtHouse Accommodation Boutique Backpackers
A2D3390BB60BFCBF8F766F216B686E4A,Ophir,NZ,9387,"16 Reef Road, Oturehua",Marchburn Country Lodge,A8633C83D06EF7F3F953F01D8E15F387,Oturehua,NZ,9387,"16 Reef Road, Oturehua, Central Otago",Marchburn Country Lodge
13D00216D0F5E75A87C23C8506C63EF9,Christchurch,NZ,8011,527 Colombo Street,New City Hotel,AB7789F9768D802F77419D4CD3747E4E,Christchurch,NZ,8140,527 Colombo St,New City Hotel
50A01E3C5D788C4EE17D09D930827AAE,Auckland,NZ,983,564 Mahurangi West Road,Mahurangi West Wing - Luxury Bed and Breakfast,8D3DE53D9D07BDE796E11F4FFCFE221E,Mahurangi,NZ,983,564 Mahurangi West Road,Mahurangi West Wing
29AB0D051D5DCDB796CA8D89C1CAF052,Wanganui,NZ,4500,1 Mount View Road,Hikurangi Stay Place,01D5254BA4CCBE65C6D3EC228C9CB33E,Whanganui,NZ,4500,1 Mount View Road,Hikurangi StayPlace
D2B04042EE6519D48437199751A301FC,Picton,NZ,7220,3 Nelson Square,Sequoia Lodge Backpackers,545ABB27C1D58FB37C54CA305E88C777,Picton,NZ,7220,3 Nelson Square,Sequoia Lodge Backpackers
C9D93A95BEC60BFF92C7DB50DAF8CDE3,Christchurch,NZ,8061,"110 Marshland Road, Shirley",The Garden Hotel,65D32E749D043F4F20197C6EA5CD6806,Christchurch,NZ,8061,110 Marshland Road,The Garden Hotel
36597855FCA55B54F30F55D8820A2F8B,Wellington,NZ,,153 Featherston Street,Ibis Wellington Hotel,877E78CF1D978CE22DBDDFC3D34810A4,Wellington,NZ,6140,153 Featherston Street,ibis Wellington
BB13197A17CE50AC1F63DBED86BA5E04,Christchurch,NZ,8013,148 Bealey Ave,Salerno Motel Apartments,BD98D978698D78A130818360941E2F9D,Christchurch,NZ,8013,148 Bealey Avenue,Salerno Motel Apartments
BFF56F6293A72DEAB400353BD7BEE9B0,Nelson,NZ,7020,"10 Wensley Road, Richmond",Kershaw House Boutique Accommodation,A33206DA7A5EB605C48DB1040A8A7039,Richmond,NZ,7020,10 Wensley Road,Kershaw House
C1399F2EB50E562B9E0F3778C16FD7A3,Invercargill,NZ,9810,Corner Tay Street & Racecourse Road,Ascot Park Hotel,93FA58458DB940E5DE816B5A76F197C9,Invercargill,NZ,9840,Corner of Tay Street & Racecourse Road,Ascot Park Hotel
E20195355DD3EA6E0D192964A39AB1DE,Ashburton,NZ,7700,780 East Street,Coronation Kiwi Holiday Park,B9B2BE098B7246EF95CC906BB4F2A731,Ashburton,NZ,7700,780 East Street,Coronation Park Holiday Park
D8994F945BB0A0217AB9D19A0D416581,Karikari Peninsula,NZ,,"Maitai Bay Road, Karikari Peninsula",Peppers Carrington Resort,679C4DA61FCE989A001AC76FCCFFCB92,Tokerau Beach,NZ,483,Maitai Bay Road,Peppers Carrington Resort
6BD0039012D5EB2161E5C60D7A152753,Queenstown,NZ,,18 Lake Esplanade,Lakeside Motel,1E122B123512805C84F2F7DF9AE34FC7,Queenstown,NZ,9300,18 Lake Esplanade,Lakeside Motel
067941A2B3538E23E6AD60C5A6C223FB,Taupo,NZ,3330,41 Mapara Road,Lake Taupo Lodge,548452AE5AA04C577DEFD79A855181D0,Taupo,NZ,3385,"41 Mapara Road, Acacia Bay",Lake Taupo Lodge
01CA4C851162E03F9575F8D5096EAB55,Hastings,NZ,4122,401 Railway Road,Portmans Motor Lodge,CB8C2BD99B912401E3E9A2330511D944,Hastings,NZ,4122,401 Railway Road,Portmans Motor Lodge
0DB046DBAF59E7AD2ABBE06DD4AA0295,Wanganui,NZ,4500,45 Somme Parade,Astral Motel,901EC0AADC0BF2623E0760916EA01D9E,Whanganui,NZ,4500,45 Somme Parade,Astral Motel
7BB643ED863577B8AB53DA0AD40E82FD,Hanmer Springs,NZ,7334,7 Cheltenham St,Hanmer Resort Motel,9D9697210E156392B81B90E2E4EC6CDB,Hanmer Springs,NZ,7334,7 Cheltenham Street,Hanmer Resort Motel
2A6DA38FC1BA1DF9A0762130428F5B26,Te Anau,NZ,9679,234 William Stephen Road,The Hollows Luxury Log Cabin,0913AA8BA42B72305F7C354F17021AC5,Te Anau,NZ,9679,234 William Stephen Rd,The Hollows Luxury Log Cabin
C4A9F6B8EEF1D87590D6FA68755EB62F,Whangarei,NZ,110,Western Hills Drive,Avenue Heights Motel,B65534FC99176B6A0EE022660CDC611F,Whangarei,NZ,110,355 Western Hills Drive,Avenue Heights Motel
182C2609FE0691B3BD9FA078F5CBB0CC,Glenorchy,NZ,,862 Kinloch Road,Kinloch Lodge,659800664EA2D52881263EC747F0A788,Glenorchy,NZ,9372,862 Kinloch Road ,Kinloch Lodge
B5F92145A05E5ABED9FF046CB64D9F2B,Westport,NZ,7825,32 The Esplanade,Westport Motels,ACF41829064DA49957D8896D01C49FE3,Westport,NZ,7825,"32 The Esplanade, New Zealand",Westport Motels
012FFCE9C59D1C01424BEBCA9A3475DF,Whitianga,NZ,3591,970 Purangi Road,970 Lonely Bay Lodge,A6C2A345C0C1FAEB9C10E211C02EE6B7,Whitianga,NZ,3591,"970 Purangi Road, Cooks Beach",970 Lonely Bay Lodge
25FA1DB345538AD6AEAFD2CA9336A7B9,Pemba,MZ,3200,"Mecufi road, Pemba, Mozambique",Diamonds Mequfi Beach Resort,0F469BE157A953CB2B49FCB2302C7472,Mecúfi,MZ,3200,Mequfi road,Diamonds Mequfi Beach Resort
E146F58047B775A11387A0FDE8E67E8D,Abidjan,CI,1,Rue Abdoulaye Fadiga,Hotel Pullman Abidjan,F300ED2FD2F5EF9CAFBDA10882AC03B1,Abidjan,CI,01 BP 2185,Avenue Abdoulaye Fadiga,Pullman Abidjan
D3AFD492BD34D34E1E1475BC29ACC855,Abidjan,CI,04 BP 1609,"Rue, I-192 Riviera palmeraie",Residence Belle vue Abidjan,D0C5AD004A9838DC903DB18FD99D1FE0,Abidjan,CI,,riviéra palmeraie,Residence Belle Vue
38B7BE3DB792AACC033CB3078A93B203,Tel Aviv,IL,97995,Ness Ziona Street 10,Ness Hotel Tel Aviv,1A01B448690083588DB6C9DBC171031A,Tel Aviv,IL,63904,10 Ness Ziona Street,Ness Hotel
01BF6CA5AFA9D1F6DAA1BFADCD42D200,Haifa,IL,35023,26 Ben Gorion Ave.,Haddad Guest House,C5FB816F74A818CAB37DE36D517B3E7C,Haifa,IL,35023,26 Ben Gurion Ave.,Haddad Guest House
663FD3C5144FD10BD5CA6611A9A5B92D,Tel Aviv,IL,,11-15 Trumpledor Street,Metropolitan Hotel,94953B1A99C64501CEB078724697224F,Tel Aviv,IL,63803,11-15 Trumpeldor Street,Metropolitan Hotel
2EE7C0E0B4E1C290527C304275E9F653,Beit Shean,IL,10803,Kibbutz Nir David,Nir David Country Lodge,29D5FA4201F5A09BC74CCCD66A7C8CF9,Nir Dawid,IL,10803,Kibbutz Nir David,Nir David Country Lodge
E218484190E589FFFB35FF480F9CBCFC,Tel Aviv,IL,5937401,Sderot Yerushalayim 12,Arendaizrail Apartments - Sderot Yerushalayim Street 12,A4B59A3E60AEA80FB32942F3304A7A9D,Bat Yam,IL,5937401,Sderot Yerushalayim 12,Arendaizrail Apartments - Sderot Yerushalayim Street 12
E05E2327A8CEADA096724AFC802BBF7E,Eilat,IL,88101,North Beach,Dan Eilat Hotel,DAAFFBE0F40A03C29ED355491C5ABB94,Eilat,IL,88101,North Beach,Dan Eilat Hotel
90984FF8FCFB4BA9CA4F03CB18335714,Tel Aviv,IL,644141,different locations in Tel Aviv,Tel Aviving Apartments,8682032A5CA8AA0CD7528B244E27B6B5,Tel Aviv,IL,644141,Different Locations in Tel Aviv,Tel-Aviving Apartments
11123634B473A9656434C36549D426D4,Jerusalem,IL,14030,1 David street,Petra Hostel,A3A56AA9FAB9F3D9EEE2213D24F39648,Jerusalem,IL,14030,1 David Street,Petra Hostel
64625C8FBCD6744F3F26E576FC1AAA00,Jerusalem,IL,9711719,Ibn Jubair Street 9,Ibis Styles Jerusalem Sheikh Jarrah,A93893BAE98C7317B6CC881433302930,Jerusalem,IL,9711719,9 Ibn Jubair Street ,Ibis Styles Jerusalem
8D9C48339200C1AD9C27C5E52067F963,Tel Aviv,IL,6346229,Dizengoff Street 190,Dizengoff Inn,2057C6BAB10790F550B09CBA6A1BF3EC,Tel Aviv,IL,6346229,Dizengoff 190,Dizengoff Inn
24C37005E203BA9EA292BED31F492D23,Tel Aviv,IL,63458,"2, J.L.Gordon Street",Gordon Hotel & Lounge,B31E69AABB1C2CDFE1B6E521AAABCC92,Tel Aviv,IL,63458,HaYarkon 136 Street,Gordon Hotel & Lounge
24D7DDB45E12A7FD3A0D77C0687CB503,Jerusalem,IL,9463127,Shamai Street 25,Herbert Samuel Hotel Jerusalem,4567B42BF9812544F97A8CC31E71B586,Jerusalem,IL,12345,Shamai 25 St,Herbert Samuel Hotel Jerusalem
78DAA063E3055C8B7A094B0CF0E7E4C8,Tel Aviv,IL,6433257,83 Dizengoff Street,Cucu Boutique Hotel,ABC179B98AA3D2708A231629A4FF3FC9,Tel Aviv,IL,64332,83 Dizengoff St.,Cucu Hotel
E4E3822A18052FCA771AD5DB5D4FA118,Nazareth,IL,16100,Al Bishara street 6 (next to the Annunciation Basilica),Ataba Inn,FAAE9E9C9E3B0B723594B71980C46D21,Nazareth,IL,16100,Casanova street next to the Annunciation Basilica,Ataba Inn
DDB893CFA492823428ADDE654812F9D8,Tiberias,IL,14100,Eliezer Kaplan Blvd,Nofim Hotel,E29CC8DACF798A008F050F1EB9EEB4E9,Tiberias,IL,14100,Eliezer Kaplan Blvd ,Nofim Hotel
818B9698EF2F23FD4380B1B3C52F7369,Jerusalem,IL,72077,Khan el Zeit 73,Hashimi Hotel,D8C9863E35B9A909EC83BF8EA3DEB74F,Jerusalem,IL,9754,Khan El Zeit St. No 73 Old City-Jerusalem,Hashimi Hotel
B553108147C603703BD454F2952F28B4,Tiberias,IL,1511800,"Kibbutz Kinneret Jordan Valley, 1511800",Ohalo Manor Hotel,30312CB5AB5102B9720079090BEAE622,Kinneret,IL,15118,Kibbutz Kinneret,Ohalo Manor Hotel
0DB05AA02B65EDC38003AA2647A4467C,Tiberias,IL,,Ha-Shalom Street,California Apartment,EBC424134D087EE76D466A24D3E4BBB2,Tiberias,IL,14303,Ha-Shalom St. 295,The California Apartment
C96EBEEE051996333B6D70B2DA6191B0,Jerusalem,IL,92145,"Liberty Bell Park, 3 Jabotinsky Street",Inbal Jerusalem Hotel,21B6853B8B8778FCF8108E5CA6257207,Jerusalem,IL,92145,Jabotinsky Street 3,Inbal Jerusalem Hotel
A64C91C8A73F1FB9748463921892B7D6,Safed,IL,1324826,60 Jerusalem Street,Old City View Apartment,D82C580F6C927BAC8895B1E65A0A52AF,Safed,IL,1342805,Jerusalem St 60,Old City Stones
B755EA14C0AA0CB453EE4E37AC043CF0,Nahariya,IL,224320,SOKOLOV 16 ST,Palm On The Beach Guest House,FB4029F439BBBD28EB4461C27D3BA984,Nahariyya,IL,24243,Sokolov 16,Palm on the Beach
E93FBF20C35D5740274E77EC553AA821,Acre,IL,2471616,"Ha-Hagana St., Old City 11/83",Nzar Khoury for Hosting Guest House,DA26CE3B200AFA37D716231539CD55F7,‘Akko,IL,2471616,"Old City 11/83, Near Ha-Hagana St.",Nzar Khoury for Hosting
BED1A7CC5D91B7D53245DC51C185C0BD,Malkiya,IL,13845,kibbutz malkiya,Kibbutz Malkiya Travel Hotel,6003F480CE2C7C1E780888F8BDD50913,Malkiyya,IL,13845,Kibbutz Malkiya,Kibbutz Malkiya Travel Hotel
BBC42E6024DE5421ED84215FDFB400CE,Tel Aviv,IL,6523107,Sheinkin 7,TLV Flats - Best Location Balcony Apartment,324BA378D519E6C7D932652CC2AB474E,Tel Aviv,IL,6523107,Sheinkin 7,One Bedroom Apartment on Shenkin
99DE681B660D5B5B203B25CB3E089A60,Jerusalem,IL,9347202,2 Helets Street,Sweet Inn Apartments - Helets,F0A7F5A87AA33023A12F2F9FAAE6146D,Jerusalem,IL,93472,Heletz St. 2,Sweet Inn Apartments - Heletz Street
